MA/PDP PSC, MA/PDP TFN, MS PSC, MS TFN, Date Added, Date Updated, Site, Employer Group Indicator,Endorsed Group Indicator, Group Effective Date, Site Name, Group Number,Contract Number, PBP Number, Employer Id, Branch Id, Contract Year, Subdomain
894842,1-855-383-8790,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894843,1-855-383-8793,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894844,1-855-476-5573,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894845,1-855-579-4673,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894846,1-855-579-4860,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894847,1-855-579-6709,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894848,1-855-579-6710,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894849,1-855-579-6711,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894850,1-855-579-6776,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894851,1-855-579-6786,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894852,1-855-630-9866,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894853,1-855-727-7511,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894854,1-855-727-7513,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894855,1-855-727-7548,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894856,1-855-727-7549,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894857,1-855-578-3781,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894858,1-855-765-0477,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894859,1-855-478-3375,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894860,1-855-786-6799,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894861,1-855-472-4868,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894862,1-855-786-6802,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894863,1-855-788-9061,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894864,1-855-788-9062,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894865,1-855-472-4475,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894866,1-855-788-9066,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894867,1-855-788-9067,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894868,1-855-798-4994,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894869,1-855-798-5004,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894870,1-855-799-3195,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894871,1-855-799-3197,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894872,1-855-799-3198,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894873,1-855-764-0286,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894874,1-855-520-0743,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894875,1-855-482-1193,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894876,1-855-491-3753,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894877,1-855-501-1364,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894878,1-855-501-2744,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894879,1-855-501-7358,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894880,1-855-505-5874,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894881,1-855-505-5879,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894882,1-855-514-2239,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894883,1-855-514-2242,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894884,1-855-514-2258,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894885,1-855-517-3503,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894886,1-855-517-3505,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894887,1-855-520-0734,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894888,1-855-578-3791,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894889,1-855-569-6369,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894890,1-855-482-1189,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894891,1-855-799-3199,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894892,1-855-482-1188,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894893,1-855-805-4083,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894894,1-855-888-1632,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894895,1-855-877-5491,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894896,1-855-330-7451,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894897,1-855-330-7449,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894898,1-855-330-7426,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894899,1-855-868-8375,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894900,1-855-330-7388,94A,1-866-248-5652,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894995,1-877-327-8972,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894996,1-800-973-1296,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894997,1-877-527-4424,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894998,1-888-283-9825,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
894999,1-877-545-9132,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
895000,1-877-545-9133,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
895001,1-877-562-7106,5RJ,1-866-321-3532,08/31/2015,08/31/2015,AARPMedicarePlans,N,,,,,,,,,,
896646,1-866-683-2055,5T5,1-866-326-7772,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896647,1-855-588-5662,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896649,1-855-565-4729,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896650,1-855-286-2154,9BZ,1-866-267-3181,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896651,1-855-588-5648,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896652,1-855-544-4341,5RV,1-866-324-0819,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896653,1-855-588-5639,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896654,1-866-799-5897,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896655,1-866-308-8927,5RN,1-866-322-0224,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896656,1-855-243-5521,5RN,1-866-322-0224,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896659,1-855-826-1154,5RN,1-866-322-0224,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896660,1-855-826-2923,5RJ,1-866-321-3532,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896661,1-855-878-0756,5RY,1-866-324-1911,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896662,1-855-828-8938,5RJ,1-866-321-3532,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896663,1-866-679-3195,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896664,1-866-245-9419,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896665,1-855-497-6452,5RC,1-866-320-9677,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896666,1-855-873-3270,5RY,1-866-324-1911,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
896667,1-855-285-2738,5RY,1-866-324-1911,09/23/2015,09/23/2015,AARPMedicarePlans,N,,,,,,,,,,
897577,1-866-658-9431,KOR,1-866-658-9435,01/01/2016,01/01/2016,AARPMedicarePlans,N,,,,,,,,,,
12345678,1-234-432-2345,PD2,1-234-765-5678,01/01/2016,01/01/2016,AARPMedicarePlans,Y,,,,,,,,,,
800067,1-877-866-5397,94G,1-866-251-8934,09/06/2012,09/06/2012,UhcMedicareSolutions,N,,,,,,,,,,
800085,1-888-262-3289,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800086,1-888-581-8578,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800087,1-888-270-6975,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800088,1-888-286-1282,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800089,1-888-299-0793,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800090,1-877-868-6216,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800091,1-877-725-9334,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800092,1-877-801-0043,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800093,1-877-734-9209,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800094,1-877-734-9208,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800095,1-877-734-9207,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800096,1-877-801-9974,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800097,1-877-732-1392,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800098,1-877-868-6213,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800099,1-877-732-1387,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800100,1-877-728-2801,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800101,1-877-728-2775,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800102,1-877-728-2770,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800103,1-877-728-2764,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800104,1-877-725-9340,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800105,1-877-734-9214,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800106,1-877-720-3806,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800107,1-877-717-9512,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800108,1-877-717-9515,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800109,1-877-734-9201,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800110,1-888-810-6597,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800111,1-866-864-2107,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800112,1-877-845-3180,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800113,1-877-852-1557,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800114,1-877-845-3183,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800115,1-877-845-3185,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800116,1-877-845-3186,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800117,1-855-301-7511,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800118,1-877-866-5404,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800119,1-877-832-0613,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800120,1-888-428-1565,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800121,1-888-625-2203,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800122,1-888-830-2398,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800123,1-877-868-6214,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800124,1-888-736-7451,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800125,1-888-705-4126,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800126,1-888-705-4125,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800127,1-888-705-4123,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800128,1-888-705-4119,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800129,1-888-705-4116,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800130,1-877-866-5392,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800131,1-877-866-5405,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800132,1-877-866-5406,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800133,1-877-868-6212,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800134,1-877-725-9338,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800135,1-888-864-2431,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800136,1-866-658-3497,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800137,1-877-748-5657,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800138,1-877-750-6923,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800139,1-877-578-4461,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800140,1-866-658-8413,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800141,1-866-683-2061,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800142,1-866-683-2051,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800143,1-855-862-0545,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800144,1-866-679-3132,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800145,1-866-674-2839,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800146,1-855-231-7498,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800147,1-877-718-2631,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800148,1-855-272-9559,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800149,1-866-250-8694,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800150,1-866-658-3503,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800151,1-866-658-3506,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800152,1-866-388-3657,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800153,1-866-658-5502,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800154,1-855-284-5785,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800155,1-866-658-8377,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800156,1-866-691-3882,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800157,1-855-284-6057,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
800158,1-866-739-5864,22A,1-866-260-5005,02/12/2014,02/25/2014,UhcMedicareSolutions,N,,,,,,,,,,
810080,1-877-497-5260,94A,1-866-248-5652,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
810112,1-800-245-7166,94F,1-866-250-6764,10/26/2011,10/01/2012,UhcMedicareSolutions,N,,,,,,,,,,
810200,1-305-438-5939,22A,1-866-260-5005,09/11/2014,09/11/2014,UhcMedicareSolutions,N,,,,,,,,,,
810201,1-305-438-5940,22A,1-866-260-5005,09/11/2014,09/11/2014,UhcMedicareSolutions,N,,,,,,,,,,
820008,1-866-658-8357,94F,1-866-250-6764,09/25/2012,09/25/2012,UhcMedicareSolutions,N,,,,,,,,,,
820009,1-866-658-8343,94F,1-866-250-6764,09/25/2012,09/25/2012,UhcMedicareSolutions,N,,,,,,,,,,
820010,1-866-658-8349,94F,1-866-250-6764,09/25/2012,09/25/2012,UhcMedicareSolutions,N,,,,,,,,,,
830023,1-866-658-8347,94F,1-866-250-6764,09/25/2012,09/25/2012,UhcMedicareSolutions,N,,,,,,,,,,
830035,1-877-693-1080,94F,1-866-250-6764,01/30/2014,02/24/2014,UhcMedicareSolutions,N,,,,,,,,,,
830036,1-866-437-1353,94F,1-866-250-6764,01/30/2014,02/24/2014,UhcMedicareSolutions,N,,,,,,,,,,
830037,1-877-678-2571,94F,1-866-250-6764,01/30/2014,02/24/2014,UhcMedicareSolutions,N,,,,,,,,,,
830038,1-866-579-8749,94F,1-866-250-6764,01/30/2014,02/24/2014,UhcMedicareSolutions,N,,,,,,,,,,
840061,1-877-591-1797,94M,1-866-253-3387,09/07/2012,09/07/2012,UhcMedicareSolutions,N,,,,,,,,,,
860027,1-877-641-5808,9BV,1-866-267-1845,10/30/2012,10/30/2012,UhcMedicareSolutions,N,,,,,,,,,,
860028,1-877-651-2849,9BV,1-866-267-1845,10/30/2012,10/30/2012,UhcMedicareSolutions,N,,,,,,,,,,
860032,1-866-250-8575,9VT,1-877-227-7694,01/23/2013,01/23/2013,UhcMedicareSolutions,N,,,,,,,,,,
860033,1-866-277-0763,9VT,1-877-227-7694,01/23/2013,01/23/2013,UhcMedicareSolutions,N,,,,,,,,,,
880180,1-877-596-3258,8EB,1-888-378-0254,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
880187,1-800-811-2341,8EC,1-888-378-0849,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
880188,1-800-607-2877,8EC,1-888-378-0849,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
880189,1-800-850-8659,8EC,1-888-378-0849,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
880193,1-877-711-5890,94F,1-866-250-6764,09/30/2011,10/01/2012,UhcMedicareSolutions,N,,,,,,,,,,
880205,1-800-850-7451,94M,1-866-253-3387,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
880207,1-877-779-9783,94M,1-866-253-3387,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
880212,1-866-584-6886,9VQ,1-866-603-3419,09/30/2011,04/03/2012,UhcMedicareSolutions,N,,,,,,,,,,
880225,1-866-790-9251,9BY,1-866-267-2247,10/01/2011,10/01/2011,UhcMedicareSolutions,N,,,,,,,,,,
880324,1-877-567-0356,9BW,1-866-267-2079,10/01/2011,10/01/2011,UhcMedicareSolutions,N,,,,,,,,,,
880329,1-877-530-9699,9BX,1-866-267-2093,10/01/2011,10/01/2011,UhcMedicareSolutions,N,,,,,,,,,,
880332,1-877-517-5276,93X,1-866-246-5379,09/30/2011,09/30/2011,UhcMedicareSolutions,N,,,,,,,,,,
880336,1-866-410-5255,22D,1-866-268-2114,10/01/2011,10/12/2012,UhcMedicareSolutions,N,,,,,,,,,,
880352,1-866-624-9259,94J,1-866-252-3261,10/05/2011,10/05/2011,UhcMedicareSolutions,N,,,,,,,,,,
880356,1-877-736-8570,94Q,1-866-264-7448,10/13/2011,10/13/2011,UhcMedicareSolutions,N,,,,,,,,,,
880360,1-866-568-9739,9KH,1-866-297-5416,10/27/2011,07/12/2012,UhcMedicareSolutions,N,,,,,,,,,,
880361,1-866-612-3798,9KH,1-866-297-5416,10/27/2011,07/12/2012,UhcMedicareSolutions,N,,,,,,,,,,
880362,1-866-241-0617,9KH,1-866-297-5416,10/27/2011,07/12/2012,UhcMedicareSolutions,N,,,,,,,,,,
880390,1-855-859-7031,9LN,1-866-304-4602,12/21/2011,12/21/2011,UhcMedicareSolutions,N,,,,,,,,,,
880390,1-855-859-7031,9LP,1-866-304-4874,12/21/2011,12/21/2011,UhcMedicareSolutions,N,,,,,,,,,,
880390,1-855-859-7031,32H,1-866-739-6496,10/04/2013,10/04/2013,UhcMedicareSolutions,N,,,,,,,,,,
880390,1-855-859-7031,3U4,1-866-465-0088,02/14/2014,02/14/2014,UhcMedicareSolutions,N,,,,,,,,,,
880391,1-855-398-9381,94Q,1-866-264-7448,01/05/2012,01/05/2012,UhcMedicareSolutions,N,,,,,,,,,,
880401,1-855-208-9267,94K,1-866-252-5122,02/09/2012,02/10/2012,UhcMedicareSolutions,N,,,,,,,,,,
880405,1-866-899-8165,94A,1-866-248-5652,03/19/2012,03/19/2012,UhcMedicareSolutions,N,,,,,,,,,,
880546,1-877-642-8014,AB7,1-800-317-8593,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880553,1-877-641-5818,AB7,1-800-317-8593,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880555,1-877-599-9573,AB9,1-800-619-9833,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880569,1-877-516-8161,ABC,1-866-440-9786,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880571,1-877-562-0864,ABC,1-866-440-9786,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880573,1-877-517-5269,ABC,1-866-440-9786,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880575,1-877-556-2234,AB7,1-800-317-8593,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880577,1-877-714-0216,ABB,1-866-567-8582,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880579,1-877-556-4260,ABB,1-866-567-8582,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880581,1-877-545-9130,ABB,1-866-567-8582,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880583,1-877-711-5894,ABB,1-866-567-8582,07/31/2012,07/31/2012,UhcMedicareSolutions,N,,,,,,,,,,
880702,1-877-587-4371,ABD,1-866-524-7863,08/27/2012,08/27/2012,UhcMedicareSolutions,N,,,,,,,,,,
880707,1-877-866-5402,ABA,1-800-787-7197,08/13/2012,08/13/2012,UhcMedicareSolutions,N,,,,,,,,,,
880709,1-877-864-5028,ABA,1-800-787-7197,08/13/2012,08/13/2012,UhcMedicareSolutions,N,,,,,,,,,,
880710,1-877-832-0596,ABA,1-800-787-7197,08/13/2012,08/13/2012,UhcMedicareSolutions,N,,,,,,,,,,
880717,1-877-505-9104,ACF,1-800-620-8962,08/20/2012,08/20/2012,UhcMedicareSolutions,N,,,,,,,,,,
880718,1-877-630-8723,ABD,1-866-524-7863,08/20/2012,08/20/2012,UhcMedicareSolutions,N,,,,,,,,,,
880719,1-877-628-7538,ACE,1-866-563-1148,08/20/2012,08/20/2012,UhcMedicareSolutions,N,,,,,,,,,,
880720,1-877-732-1366,ABD,1-866-524-7863,08/20/2012,08/20/2012,UhcMedicareSolutions,N,,,,,,,,,,
